location,latitude,longitude
"ST LOUIS, MO",38.628028,-90.191015
"TOUGHKENAMON, PA",39.831499,-75.757439
"BEAUMONT, AB",53.3521,-113.4151
"ROCKFORD, IL",42.271394,-89.093966
"MONROE, OH",39.4451,-84.361
"SUSSEX, WI",43.1336,-88.2095
"FREEPORT, TX",28.9541,-95.3597
"LIVONIA, MI",42.36837,-83.35271
"ROGERS, AR",36.333015,-94.116628
"HOTVILLE, CA",34.010706,-118.338848
"BOLINGBROOK, IL",41.70033,-88.071771
"SANTA PAULA, CA",34.354166,-119.05927
"CHATHAM, ON",42.4048,-82.191
"THORNHILL, MB",49.2014,-98.2317
"GUELPH, ON",43.546052,-80.249328
"ROSSER, MB",49.9897,-97.4472
"WOODBRIDGE, ON",43.7762,-79.6092
"GRAND BEND, ON",43.312664,-81.757816
"PORTERVILLE, CA",36.06523,-119.016768
"BRUNKILD, MB",49.592437,-97.573786
"AURORA, ON",44.0065,-79.4504
"CORNWALL, ON",45.0213,-74.7303
"BARSTOW, CA",34.898621,-117.024431
"VALDOSTA, GA",30.832702,-83.278485
"MONROE, WI",42.6011,-89.6385
"DEARBORN HEIGHTS, MI",42.336982,-83.273263
"ALLEN, TX",33.1032,-96.6706
"TOLLESON, AZ",33.45005,-112.259309
"ENDINBURG, TX",26.3017,-98.1633
"DEL RAY, CA",36.659,-119.594
"PRESCOTT, WA",46.2996,-118.315
"LITITZ, PA",40.157132,-76.307162
"ROLAND, MB",49.3661,-97.9338
"CARBERRY, MB",49.869327,-99.361582
"MONEE, IL",41.420034,-87.741711
"SAGINAW, TX",32.8601,-97.3639
"DOMINGUEZ HILLS, CA",33.862614,-118.257374
"HOUSTON, TX",29.758938,-95.367697
"BILLINGS, MT",45.787496,-108.49607
"HODKINS, IL",41.7689,-87.8578
"PASADENA, TX",29.6911,-95.2091
"SAN ANTONIO, TX",29.4246,-98.495141
"ROCKMART, GA",34.0026,-85.041613
"MANTECA, CA",37.798618,-121.211715
"SPOKANE VALLEY, WA",47.65711,-117.261394
"LEBANON, PA",40.375713,-76.462612
"ORANGE COVE, CA",36.624394,-119.31373
"SWEETGRASS, MT",48.9961,-111.9676
"ELMA, MB",49.875,-95.9081
"CLARKSTON, MI",42.735863,-83.41883
"VASSAR, MB",49.0968,-95.8303
"SPRINGDALE, OH",39.287,-84.4852
"DEER PARK, NY",40.7618,-73.3293
"MASSILLION, OH",40.7967,-81.5215
"CHELSEA, MA",42.3918,-71.0328
"OTHELLO, WA",46.825974,-119.175291
"LAMONT, CA",53.783451,-112.447814
"LONDONDERRY, NH",42.8465,-71.3616
"MINONG, WI",46.0994,-91.8249
"BAYTOWN, TX",29.735505,-94.977427
"MARICOPA, AZ",33.34883,-112.49123
"PARAGOULD, AR",36.058402,-90.497329
"HORSEHEAD, NY",42.167,-76.8205
"JONESBORO, AR",35.827226,-90.694987
"ROSENORT, MB",49.4584,-97.4329
"WHITBY, ON",43.8998,-78.9401
"UPPER MARLBORO, MD",38.816245,-76.751708
"FORT ERIE, ON",42.91308,-78.918611
"FULTONVILLE, NY",42.947836,-74.369908
"LA PUENTE, CA",34.03241,-117.955195
"FARMING DALE, NY",40.7326,-73.4454
"SCOTTSDALE, AZ",33.494219,-111.926018
"THUNDER BAY, ON",48.406414,-89.259796
"TWIN FALLS, ID",42.555854,-114.470068
"POSOS, SLP",23.25,-100.517
"COMMERCE, CA",34.003218,-118.154196
"WEST SALEM, WI",43.8991,-91.0812
"OLDS, AB",51.7951,-114.1199
"NOPOMO, CA",35.0428,-120.476
"NORTH ANDOVER, MA",42.683989,-71.112707
"LONDON, ON",42.9849,-81.2453
"DEVENS, MA",42.538951,-71.609436
"DANVILLE, IL",40.125222,-87.630461
"SAULT STE. MARIE, ON",46.512655,-84.33303
"ST. GABRIEL, LA",30.257695,-91.099271
"LETHBRIDGE, AB",49.694578,-112.833103
"SASKATOON, SK",52.131802,-106.660767
"ALLENTOWN, PA",40.602206,-75.471279
"SCOTIA, NY",42.8313,-73.9654
"WINNIPEG, AB",49.895537,-97.138458
"DARIEN, WI",42.6017,-88.7076
"WESLACO, TX",26.15943,-97.990736
"IMMOKALEE, FL",26.425791,-81.425601
"JOHNSON CITY, NY",42.1156,-75.9588
"SPERLING, MB",49.5092,-97.7047
"DANVERS, MA",42.566751,-70.936831
"RAPID CITY, MB",50.1206,-100.0373
"SAUK VILLAGE, IL",41.488368,-87.567541
"KING CITY, CA",36.213532,-121.128642
"BELLE GLADE, FL",26.68451,-80.667558
"HAMPTON, IA",42.7425,-93.2103
"BOSTON, MA",42.355433,-71.060511
"MASPETH, NY",40.723158,-73.912637
"RICHER, MB",49.657284,-96.456656
"EAU CLAIRE, WI",44.811349,-91.498494
"SUNNYSIDE, MB",49.9201,-96.9794
"HOUSTON, MS",33.8984,-88.9992
"ALIQUIPPA, PA",40.610239,-80.267726
"GARLAND, TX",32.912624,-96.638883
"CLEWISTON, FL",26.754231,-80.933675
"MEDICINE HAT, AB",50.04303,-110.679016
"NORTON, MA",41.9668,-71.187
"JEAN, NV",35.779008,-115.324314
"PENJAMO, GTO",30.385805,-111.175049
"ALEXANDRIA, MN",45.8848,-95.3777
"BERTHIERVILLE, QC",46.08281,-73.17471
"CHICAGO, IL",41.875562,-87.624421
"KENT, WA",47.3831,-122.2348
"SAUGET, IL",38.590186,-90.169275
"STOCKTON, CA",37.957702,-121.290779
"BOLTON, ON",43.8742,-79.7307
"GREAT FALLS, MT",47.504885,-111.29189
"PRINCETON, ON",43.17,-80.5267
"SCHILLER PARK, IL",41.955864,-87.870897
"ALBERTA, AB",55.001251,-115.002136
"HEBRON, OH",39.9617,-82.4913
"DENVERS, MA",42.575,-70.9321
"SOLWAY, MN",47.519954,-95.129176
"PORT LAVACA, TX",28.614997,-96.626089
"SHELBURNE, VT",44.3806,-73.2276
"FORT WAYNE, IN",41.07999,-85.138601
"GREENFIELD, NB",46.4667,-67.6833
"THERMAL, CA",33.640301,-116.139449
"SOLEDAD, CA",36.426921,-121.327186
"CASCOM, FL",37.225324,-77.332245
"RICEBORO, GA",31.735494,-81.433441
"NEWBERRY, FL",34.326688,-81.583009
"LOUISVILLE, KY",38.254238,-85.759407
"FLINT, MI",43.016169,-83.690021
"COUNCIL BLUFFS, IA",41.258841,-95.851948
"LEAMINGTON, ON",42.0531,-82.5998
"KALAMAZOO, MI",42.291707,-85.587229
"NIPOMO, CA",35.035822,-120.496419
"TONOPAH, AZ",38.100063,-117.225061
"CALIPATRIA, CA",33.125596,-115.514153
"WADDELL, AZ",33.564302,-112.444766
"LK ORION, MI",42.7806,-83.2396
"CAMILLA, GA",31.231289,-84.210373
"MOOSE JAW, SK",50.401515,-105.542908
"DECATUR, IL",39.8403,-88.9548
"RANCHO CUCAMONGA, CA",34.103319,-117.575173
"CRANBROOK, BC",49.510748,-115.767277
"TRENTON, FL",29.6133,-82.8176
"HEADLINGLEY, MB",49.89877,-97.356765
"IRON CITY, GA",35.023972,-87.581413
"FAISON, NC",35.11647,-78.136657
"BROOKVILLE, PA",41.1612,-79.0831
"GROVETOWN, GA",33.450416,-82.198176
"SEBEWAING, MI",43.732347,-83.45134
"CONTOOCOOK, NH",43.22241,-71.713547
"PEABODY, MA",42.527873,-70.928661
"SALINA, KS",38.84028,-97.611424
"NOGALAS, AZ",31.341928,-110.934105
"TROY, MO",38.9795,-90.9807
"RICHMOND, ON",45.1944,-75.8388
"KIRKWOOD, NY",42.04,-75.7969
"MCALPIN, FL",30.1391,-82.9518
"BAINBRIDGE, GA",30.903825,-84.575477
"TROY, NY",42.7284,-73.6918
"JACKSONVILLE, TX",31.9638,-95.2705
"SAN JOSE, CA",37.336166,-121.890591
"KINGSBURG, CA",36.51384,-119.553893
"TOWNSHIP, NJ",39.8005,-75.3479
"NEWMARKET, ON",44.056258,-79.461708
"PLYMOUTH, MN",45.0105,-93.4555
"ARABI, GA",31.8357,-83.7139
"BAKERFIELD, CA",35.3733,-119.0187
"ANDERSONVILLE, GA",32.195995,-84.139909
"COLUMBUS, NE",41.4303,-97.3594
"GREEN ISLAND, NY",42.7442,-73.6915
"ROCHESTER, WA",46.8281,-123.0755
"COLUMBUS, WI",43.338,-89.0154
"ELOY, AZ",32.75517,-111.553493
"ARVIN, CA",35.209129,-118.828431
"WINFIELD, KS",37.239749,-96.995592
"HORNERSVILLE, MO",36.041736,-90.113983
"LAURENS, IA",42.8466,-94.8519
"CORDELE, GA",31.969161,-83.782718
"BROXTON, GA",31.6252,-82.8868
"QUEMADO, TX",28.948,-100.624
"SIOUX FALLS, SD",43.547601,-96.729363
"SOUTH SIOUX CITY, NE",42.474296,-96.413591
"COLUMBIA CITY, IN",41.156928,-85.488462
"MISSOURI CITY, TX",29.618567,-95.537722
"GRAND VIEW, WA",46.251,-119.9017
"SURPRISE, AZ",33.629247,-112.368143
"BOW ISLAND, AB",49.870168,-111.378949
"LODGE, SC",33.0679,-80.9537
"KENTWOOD, MI",42.869473,-85.644749
"TURLOCK, CA",37.494657,-120.846594
"HAMPTON, NH",42.9376,-70.8389
"SEVEN SPRINGS, NC",35.2274,-77.8469
"JAMESBURG, NJ",40.352608,-74.440151
"WAYLAND, NY",42.5678,-77.5897
"WILLOW SPRINGS, MO",36.9923,-91.9699
"NORWICH, ON",42.9877,-80.5975
"NEW PHILADELPHIA, OH",40.489787,-81.445671
"LANCASTER, TX",32.5921,-96.7561
"SNOCK, TX",30.4888,-96.4644
"ORANGECOVE, CA",36.6244,-119.3137
"KANSAS CITY, KS",39.100105,-94.578142
"NORCROSS, GA",33.941213,-84.213531
"MUSCATINE, IA",41.477612,-91.121005
"VARDAMAN, MS",33.875669,-89.17729
"CORNING, CA",39.9277,-122.1792
"EAST HARTFORD, CT",41.767914,-72.644512
"ELKWOOD, VA",38.5124,-77.8549
"VINCENNES, IN",38.6773,-87.5286
"NORTH PROSSER, WA",46.232258,-119.768303
"CHARLOTTE, NC",35.227209,-80.843083
"EARLIMART, CA",35.879972,-119.272596
"JONESTOWN, PA",40.4137,-76.4783
"SANDWICH, IL",41.6459,-88.6217
"WYOMING, MI",42.9134,-85.7053
"MARYSVILLE, WA",48.051743,-122.176821
"OAKTOWN, IN",38.871156,-87.441408
"GRAND PRAIRIE, TX",32.745964,-96.997785
"GRAND CACHE, AB",53.8886,-119.1143
"BATTLEBORO, NC",36.049042,-77.749143
"OAKWOOD VILLAGE, OH",41.4021,-81.4945
"VANDERHOOF, BC",54.017529,-124.007663
"SPRINGFIELD, VA",38.7893,-77.1872
"LAKELAND, FL",28.039465,-81.949804
"LOMPOC, CA",34.63915,-120.457901
"PROTAGE LAPRAIRIE, MB",49.9731,-98.2925
"LIBERTY, MO",39.2461,-94.4191
"HOPLAND, CA",38.972954,-123.116392
"HOWELL, MI",42.6073,-83.9294
"MELROSE PARK, IL",41.900299,-87.856975
"CLACKAMAS, OR",45.160882,-122.230504
"SOMERSET, NJ",40.4976,-74.4885
"KELOWNA, BC",49.887918,-119.495902
"WEST CHICAGO, IL",41.884751,-88.203961
"CENTERVILLE, IA",40.7291,-92.8738
"COLUMBUS, OH",39.96226,-83.000707
"GALESBURG, IL",40.947565,-90.371217
"ST ALBERT, AB",53.633239,-113.628845
"LINN, TX",39.865235,-93.1104
"HAY LAKES, AB",53.197228,-113.055219
"VERNON HLS, IL",42.220489,-87.98036
"BRIDGETON, NJ",39.427,-75.2342
"CLARION, IA",41.181877,-79.429169
"HEATH, OH",40.0228,-82.4446
"LINDEN, CA",38.0213,-121.0838
"EVERETT, MA",42.4084,-71.0537
"GLENWWOD ALBERTA BEACH, AB",49.3653,-113.5163
"QUERETARO, QR",20.805222,-99.883738
"MARYVILLE, TN",35.7565,-83.9705
"PRICE, QC",48.6022,-68.1251
"EXETER, ON",43.3473,-81.4806
"MIAMI, FL",25.774173,-80.19362
"WILMINGTON, IL",41.3078,-88.1467
"NORWICH, CT",41.5243,-72.0759
"AUBURN HILLS, MI",42.687532,-83.234103
"SHERBROOKE, QC",45.403271,-71.889038
"CHATTANOOGA, TN",35.045722,-85.309488
"NEWARK, NJ",40.735657,-74.172367
"ONTARIO, CA",34.0633,-117.6509
"WAUKESHA, WI",43.062254,-88.312389
"ROCHESTER, IN",41.0648,-86.2158
"ALTONA, MB",49.1035,-97.5587
"DEL REY, CA",36.655991,-119.598934
"COWICHE, WA",46.669847,-120.712293
"SYRACUSE, NY",43.048122,-76.147424
"ORLANDO, FL",28.542111,-81.37903
"NORTH BAY, ON",46.309212,-79.460762
"HAMILTON TOWNSHIP, NJ",40.2309,-74.7227
"QUERETARO, SRJ",20.805222,-99.883738
"OSAGE, IA",43.2841,-92.8191
"VINELAND, NJ",39.486278,-75.025426
"HOUGHTON, MI",46.859129,-88.777473
"SWEDESBORO, NJ",39.747614,-75.310465
"BELVIDERE, IL",42.257999,-88.841734
"SAINT-LAURENT, QC",45.5023,-73.7061
"VAL-DES-SOURCES, QC",45.776623,-71.932297
"DAVENPORT, IA",41.523581,-90.577097
"VAUDREUIL-DORION, QC",45.397151,-74.025458
"KINGSVILLE, ON",42.0379,-82.7396
"ANNISTON, AL",33.662482,-85.828322
"CHINO, CA",34.013356,-117.690075
"MILTON, ON",43.5183,-79.8774
"COQUITLAM, BC",49.284296,-122.793281
"NORTH YORK, ON",43.754331,-79.449109
"TWO HILLS, AB",53.691979,-111.542109
"ARCHBOLD, OH",41.521133,-84.306547
"HATFIELD, PA",40.2798,-75.2993
"FAIRMONT, MI",43.652178,-94.461083
"OAKVILLE, ON",43.447436,-79.666672
"KING GEORGE, VA",38.278631,-77.175356
"LONG ISLAND CITY, NY",40.745532,-73.948499
"MICHIGAN CITY, IN",41.707539,-86.89503
"AUBINGY, MB",49.4582,-97.2465
"NAPERVILLE, IL",41.77287,-88.147928
"SCARBOROUGH, ON",43.7764,-79.2318
"ROCKLAND, MA",42.1307,-70.9162
"ANTIOCH, IL",42.4772,-88.0956
"LANCASTER, PA",40.08067,-76.241128
"FORT WORTH, TX",32.753177,-97.332746
"GOLDEN, BC",51.2961,-116.9631
"BRIGHTON, CO",39.9853,-104.8205
"REDLANDS, CA",34.055033,-117.182744
"WALLA WALLA, WA",46.066728,-118.339345
"STONY MOUNTAIN, MB",50.0876,-97.2197
"BRIDGEWATER, MA",41.9902,-70.9755
"TAMPA, FL",27.94776,-82.458444
"BALTIMORE, OH",39.8454,-82.6014
"WATERDOWN, ON",43.331416,-79.89568
"NEW ALBANY, OH",40.0822,-82.8101
"SOCORRO, TX",34.057286,-106.89308
"FARGO, ND",46.877229,-96.789821
"FORT PIERCE, FL",27.446706,-80.325606
"NISKU, AB",53.333333,-113.533333
"PALMETTO, FL",27.521427,-82.572319
"NORWOOD, MA",42.194543,-71.199498
"CHARLESTON, TN",35.2873,-84.7583
"GLOUCESTER, NJ",39.8928,-75.1204
"NOVI, MI",42.4806,-83.4755
"FALL RIVER, MA",41.701064,-71.154637
"ELKTON, FL",29.783,-81.4259
"CENTREPORT, MB",49.8947,-97.1413
"MEDINA, NY",43.2201,-78.387
"ELYRIA, OH",41.367319,-82.107358
"ABBOTSFORD, WI",44.9464,-90.316
"WYANDOTTE, MI",42.2142,-83.1499
"TAYLOR, MI",42.2409,-83.2697
"SANGER, CA",36.708,-119.556
"MOBILE, AL",30.691346,-88.043751
"BONNYVILLE, AB",54.431632,-110.58263
"ENNIS, TX",32.3293,-96.6253
"NASHVILLE, TN",36.162277,-86.774298
"EDDYSTONE, PA",39.860112,-75.344356
"ITASCA, IL",41.975,-88.0073
"FROSTPROOF, FL",27.745863,-81.530631
"BOYLE, AB",54.5873,-112.8034
"BERLIN, MA",42.3812,-71.637
"ELK POINT, AB",53.9011,-110.8964
"SAINT MICHAEL, MN",45.21,-93.665
"SPRINGVILLE, UT",40.1652,-111.6108
"SPOKANE, WA",47.657193,-117.42351
"WASHINGTON COURT HOUSE, OH",39.536451,-83.439084
"NORTH BALTIMORE, OH",41.183002,-83.707572
"GRAND RAPIDS, MI",42.963242,-85.667864
"ANDOVER, MA",42.6627,-71.1447
"IRMA, AB",52.9137,-111.2301
"ROCHESTER, NY",43.157285,-77.615214
"GUILDERLAND CENTER, NY",42.702022,-73.966237
"LORAIN, OH",41.263355,-82.173475
"FORT MCMURRAY, AB",56.7292,-111.388522
"MILWAUKEE, WI",43.038648,-87.909075
"CENTRAL FALLS, RI",41.887373,-71.387647
"COLD LAKE, AB",54.46046,-110.192871
"WABASCA-DESMARAIS, AB",55.968724,-113.835587
"HARDISTY, AB",52.669601,-111.309379
"BASHAW, AB",52.583333,-112.966667
"INNISFREE, AB",53.380397,-111.530185
"VALLEYVIEW, AB",55.066667,-117.283333
"ROBINSON, IL",39.0053,-87.7392
"PITTSTON, PA",41.325913,-75.78936
"TETLA, TLA",19.440556,-98.103333
"BUSHELL PARK, SK",50.340744,-105.552713
"MILTON, PA",42.250143,-71.065573
